Institute,CollegeState,BranchShortcut,DegreeType,Quota,SeatType,Gender,PredictedClosingRank2026,InstituteType,GlobalPrestigeIndex,GlobalBranchPopularity
"National Institute of Advanced Manufacturing Technology, Ranchi",JHARKHAND,METALLURGY AND MATERIALS ENGINEERING,BTech,AI,ST,Female-only (including Supernumerary),6762,GFTI,100,149
"National Institute of Advanced Manufacturing Technology, Ranchi",JHARKHAND,METALLURGY AND MATERIALS ENGINEERING,BTech,AI,ST,Gender-Neutral,6637,GFTI,100,149
"National Institute of Advanced Manufacturing Technology, Ranchi",JHARKHAND,PRODUCTION AND INDUSTRIAL ENGINEERING,BTech,AI,EWS,Female-only (including Supernumerary),12589,GFTI,100,129
"National Institute of Advanced Manufacturing Technology, Ranchi",JHARKHAND,PRODUCTION AND INDUSTRIAL ENGINEERING,BTech,AI,EWS,Gender-Neutral,12885,GFTI,100,129
"National Institute of Advanced Manufacturing Technology, Ranchi",JHARKHAND,PRODUCTION AND INDUSTRIAL ENGINEERING,BTech,AI,OBC-NCL,Female-only (including Supernumerary),31818,GFTI,100,129
"National Institute of Advanced Manufacturing Technology, Ranchi",JHARKHAND,PRODUCTION AND INDUSTRIAL ENGINEERING,BTech,AI,OBC-NCL,Gender-Neutral,30981,GFTI,100,129
"National Institute of Advanced Manufacturing Technology, Ranchi",JHARKHAND,PRODUCTION AND INDUSTRIAL ENGINEERING,BTech,AI,OBC-NCL (PwD),Gender-Neutral,1868,GFTI,100,129
"National Institute of Advanced Manufacturing Technology, Ranchi",JHARKHAND,PRODUCTION AND INDUSTRIAL ENGINEERING,BTech,AI,OPEN,Female-only (including Supernumerary),81880,GFTI,100,129
"National Institute of Advanced Manufacturing Technology, Ranchi",JHARKHAND,PRODUCTION AND INDUSTRIAL ENGINEERING,BTech,AI,OPEN,Gender-Neutral,78454,GFTI,100,129
"National Institute of Advanced Manufacturing Technology, Ranchi",JHARKHAND,PRODUCTION AND INDUSTRIAL ENGINEERING,BTech,AI,OPEN (PwD),Gender-Neutral,3761,GFTI,100,129
"National Institute of Advanced Manufacturing Technology, Ranchi",JHARKHAND,PRODUCTION AND INDUSTRIAL ENGINEERING,BTech,AI,SC,Female-only (including Supernumerary),13888,GFTI,100,129
"National Institute of Advanced Manufacturing Technology, Ranchi",JHARKHAND,PRODUCTION AND INDUSTRIAL ENGINEERING,BTech,AI,SC,Gender-Neutral,14475,GFTI,100,129
"National Institute of Advanced Manufacturing Technology, Ranchi",JHARKHAND,PRODUCTION AND INDUSTRIAL ENGINEERING,BTech,AI,ST,Female-only (including Supernumerary),6520,GFTI,100,129
"National Institute of Advanced Manufacturing Technology, Ranchi",JHARKHAND,PRODUCTION AND INDUSTRIAL ENGINEERING,BTech,AI,ST,Gender-Neutral,6861,GFTI,100,129
"National Institute of Electronics and Information Technology, Ajmer (Rajasthan)",RAJASTHAN,"COMPUTER SCIENCE AND ENGINEERING INTERNET OF THINGS, CYBER SECURITY INCLUDING BLOCK CHAIN TECHNOLOGY",BTech,AI,EWS,Gender-Neutral,8636,IIIT,97,154
"National Institute of Electronics and Information Technology, Ajmer (Rajasthan)",RAJASTHAN,"COMPUTER SCIENCE AND ENGINEERING INTERNET OF THINGS, CYBER SECURITY INCLUDING BLOCK CHAIN TECHNOLOGY",BTech,AI,OBC-NCL,Gender-Neutral,22653,IIIT,97,154
"National Institute of Electronics and Information Technology, Ajmer (Rajasthan)",RAJASTHAN,"COMPUTER SCIENCE AND ENGINEERING INTERNET OF THINGS, CYBER SECURITY INCLUDING BLOCK CHAIN TECHNOLOGY",BTech,AI,OBC-NCL (PwD),Gender-Neutral,1272,IIIT,97,154
"National Institute of Electronics and Information Technology, Ajmer (Rajasthan)",RAJASTHAN,"COMPUTER SCIENCE AND ENGINEERING INTERNET OF THINGS, CYBER SECURITY INCLUDING BLOCK CHAIN TECHNOLOGY",BTech,AI,OPEN,Gender-Neutral,62041,IIIT,97,154
"National Institute of Electronics and Information Technology, Ajmer (Rajasthan)",RAJASTHAN,"COMPUTER SCIENCE AND ENGINEERING INTERNET OF THINGS, CYBER SECURITY INCLUDING BLOCK CHAIN TECHNOLOGY",BTech,AI,OPEN (PwD),Gender-Neutral,1618,IIIT,97,154
"National Institute of Electronics and Information Technology, Ajmer (Rajasthan)",RAJASTHAN,"COMPUTER SCIENCE AND ENGINEERING INTERNET OF THINGS, CYBER SECURITY INCLUDING BLOCK CHAIN TECHNOLOGY",BTech,AI,SC,Gender-Neutral,11137,IIIT,97,154
"National Institute of Electronics and Information Technology, Ajmer (Rajasthan)",RAJASTHAN,"COMPUTER SCIENCE AND ENGINEERING INTERNET OF THINGS, CYBER SECURITY INCLUDING BLOCK CHAIN TECHNOLOGY",BTech,AI,SC (PwD),Gender-Neutral,357,IIIT,97,154
"National Institute of Electronics and Information Technology, Ajmer (Rajasthan)",RAJASTHAN,"COMPUTER SCIENCE AND ENGINEERING INTERNET OF THINGS, CYBER SECURITY INCLUDING BLOCK CHAIN TECHNOLOGY",BTech,AI,ST,Gender-Neutral,5025,IIIT,97,154
"National Institute of Electronics and Information Technology, Aurangabad (Maharashtra)",MAHARASHTRA,COMPUTER SCIENCE AND ENGINEERING,BTech,AI,EWS,Gender-Neutral,7101,IIIT,93,85
"National Institute of Electronics and Information Technology, Aurangabad (Maharashtra)",MAHARASHTRA,COMPUTER SCIENCE AND ENGINEERING,BTech,AI,OBC-NCL,Gender-Neutral,19324,IIIT,93,85
"National Institute of Electronics and Information Technology, Aurangabad (Maharashtra)",MAHARASHTRA,COMPUTER SCIENCE AND ENGINEERING,BTech,AI,OBC-NCL (PwD),Gender-Neutral,980,IIIT,93,85
"National Institute of Electronics and Information Technology, Aurangabad (Maharashtra)",MAHARASHTRA,COMPUTER SCIENCE AND ENGINEERING,BTech,AI,OPEN,Gender-Neutral,49375,IIIT,93,85
"National Institute of Electronics and Information Technology, Aurangabad (Maharashtra)",MAHARASHTRA,COMPUTER SCIENCE AND ENGINEERING,BTech,AI,OPEN (PwD),Gender-Neutral,1820,IIIT,93,85
"National Institute of Electronics and Information Technology, Aurangabad (Maharashtra)",MAHARASHTRA,COMPUTER SCIENCE AND ENGINEERING,BTech,AI,SC,Gender-Neutral,9614,IIIT,93,85
"National Institute of Electronics and Information Technology, Aurangabad (Maharashtra)",MAHARASHTRA,COMPUTER SCIENCE AND ENGINEERING,BTech,AI,SC (PwD),Gender-Neutral,287,IIIT,93,85
"National Institute of Electronics and Information Technology, Aurangabad (Maharashtra)",MAHARASHTRA,COMPUTER SCIENCE AND ENGINEERING,BTech,AI,ST,Gender-Neutral,4607,IIIT,93,85
"National Institute of Electronics and Information Technology, Aurangabad (Maharashtra)",MAHARASHTRA,ELECTRONIC ENGINEERING,BTech,AI,EWS,Gender-Neutral,9806,IIIT,93,157
"National Institute of Electronics and Information Technology, Aurangabad (Maharashtra)",MAHARASHTRA,ELECTRONIC ENGINEERING,BTech,AI,OBC-NCL,Gender-Neutral,23504,IIIT,93,157
"National Institute of Electronics and Information Technology, Aurangabad (Maharashtra)",MAHARASHTRA,ELECTRONIC ENGINEERING,BTech,AI,OBC-NCL (PwD),Gender-Neutral,1575,IIIT,93,157
"National Institute of Electronics and Information Technology, Aurangabad (Maharashtra)",MAHARASHTRA,ELECTRONIC ENGINEERING,BTech,AI,OPEN,Gender-Neutral,65561,IIIT,93,157
"National Institute of Electronics and Information Technology, Aurangabad (Maharashtra)",MAHARASHTRA,ELECTRONIC ENGINEERING,BTech,AI,OPEN (PwD),Gender-Neutral,3581,IIIT,93,157
"National Institute of Electronics and Information Technology, Aurangabad (Maharashtra)",MAHARASHTRA,ELECTRONIC ENGINEERING,BTech,AI,SC,Gender-Neutral,11622,IIIT,93,157
"National Institute of Electronics and Information Technology, Aurangabad (Maharashtra)",MAHARASHTRA,ELECTRONIC ENGINEERING,BTech,AI,ST,Gender-Neutral,5650,IIIT,93,157
"National Institute of Electronics and Information Technology, Gorakhpur (UP)",UTTAR PRADESH,COMPUTER SCIENCE AND ENGINEERING WITH MINOR IN AI AND ML,BTech,AI,EWS,Gender-Neutral,9925,IIIT,109,163
"National Institute of Electronics and Information Technology, Gorakhpur (UP)",UTTAR PRADESH,COMPUTER SCIENCE AND ENGINEERING WITH MINOR IN AI AND ML,BTech,AI,OBC-NCL,Gender-Neutral,25818,IIIT,109,163
"National Institute of Electronics and Information Technology, Gorakhpur (UP)",UTTAR PRADESH,COMPUTER SCIENCE AND ENGINEERING WITH MINOR IN AI AND ML,BTech,AI,OBC-NCL (PwD),Gender-Neutral,1633,IIIT,109,163
"National Institute of Electronics and Information Technology, Gorakhpur (UP)",UTTAR PRADESH,COMPUTER SCIENCE AND ENGINEERING WITH MINOR IN AI AND ML,BTech,AI,OPEN,Gender-Neutral,69327,IIIT,109,163
"National Institute of Electronics and Information Technology, Gorakhpur (UP)",UTTAR PRADESH,COMPUTER SCIENCE AND ENGINEERING WITH MINOR IN AI AND ML,BTech,AI,OPEN (PwD),Gender-Neutral,2710,IIIT,109,163
"National Institute of Electronics and Information Technology, Gorakhpur (UP)",UTTAR PRADESH,COMPUTER SCIENCE AND ENGINEERING WITH MINOR IN AI AND ML,BTech,AI,SC,Gender-Neutral,12154,IIIT,109,163
"National Institute of Electronics and Information Technology, Gorakhpur (UP)",UTTAR PRADESH,COMPUTER SCIENCE AND ENGINEERING WITH MINOR IN AI AND ML,BTech,AI,ST,Gender-Neutral,5995,IIIT,109,163
"National Institute of Electronics and Information Technology, Gorakhpur (UP)",UTTAR PRADESH,ELECTRONICS AND COMMUNICATION ENGINEERING WITH MINOR IN WEARABLE ELECTRONICS,BTech,AI,EWS,Gender-Neutral,10700,IIIT,109,167
"National Institute of Electronics and Information Technology, Gorakhpur (UP)",UTTAR PRADESH,ELECTRONICS AND COMMUNICATION ENGINEERING WITH MINOR IN WEARABLE ELECTRONICS,BTech,AI,OBC-NCL,Gender-Neutral,27116,IIIT,109,167
"National Institute of Electronics and Information Technology, Gorakhpur (UP)",UTTAR PRADESH,ELECTRONICS AND COMMUNICATION ENGINEERING WITH MINOR IN WEARABLE ELECTRONICS,BTech,AI,OBC-NCL (PwD),Gender-Neutral,1713,IIIT,109,167
"National Institute of Electronics and Information Technology, Gorakhpur (UP)",UTTAR PRADESH,ELECTRONICS AND COMMUNICATION ENGINEERING WITH MINOR IN WEARABLE ELECTRONICS,BTech,AI,OPEN,Gender-Neutral,73554,IIIT,109,167
"National Institute of Electronics and Information Technology, Gorakhpur (UP)",UTTAR PRADESH,ELECTRONICS AND COMMUNICATION ENGINEERING WITH MINOR IN WEARABLE ELECTRONICS,BTech,AI,OPEN (PwD),Gender-Neutral,4202,IIIT,109,167
"National Institute of Electronics and Information Technology, Gorakhpur (UP)",UTTAR PRADESH,ELECTRONICS AND COMMUNICATION ENGINEERING WITH MINOR IN WEARABLE ELECTRONICS,BTech,AI,SC,Gender-Neutral,12963,IIIT,109,167
"National Institute of Electronics and Information Technology, Gorakhpur (UP)",UTTAR PRADESH,ELECTRONICS AND COMMUNICATION ENGINEERING WITH MINOR IN WEARABLE ELECTRONICS,BTech,AI,ST,Gender-Neutral,6671,IIIT,109,167
"National Institute of Electronics and Information Technology, Patna (Bihar)",BIHAR,COMPUTER SCIENCE AND ENGINEERING,BTech,AI,EWS,Gender-Neutral,8742,IIIT,92,85
"National Institute of Electronics and Information Technology, Patna (Bihar)",BIHAR,COMPUTER SCIENCE AND ENGINEERING,BTech,AI,OBC-NCL,Gender-Neutral,21612,IIIT,92,85
"National Institute of Electronics and Information Technology, Patna (Bihar)",BIHAR,COMPUTER SCIENCE AND ENGINEERING,BTech,AI,OBC-NCL (PwD),Gender-Neutral,911,IIIT,92,85
"National Institute of Electronics and Information Technology, Patna (Bihar)",BIHAR,COMPUTER SCIENCE AND ENGINEERING,BTech,AI,OPEN,Gender-Neutral,56557,IIIT,92,85
"National Institute of Electronics and Information Technology, Patna (Bihar)",BIHAR,COMPUTER SCIENCE AND ENGINEERING,BTech,AI,OPEN (PwD),Gender-Neutral,1381,IIIT,92,85
"National Institute of Electronics and Information Technology, Patna (Bihar)",BIHAR,COMPUTER SCIENCE AND ENGINEERING,BTech,AI,SC,Gender-Neutral,11012,IIIT,92,85
"National Institute of Electronics and Information Technology, Patna (Bihar)",BIHAR,COMPUTER SCIENCE AND ENGINEERING,BTech,AI,ST,Gender-Neutral,5622,IIIT,92,85
"National Institute of Electronics and Information Technology, Ropar (Punjab)",PUNJAB,COMPUTER SCIENCE AND ENGINEERING AI AND ML,BTech,AI,EWS,Gender-Neutral,7908,IIIT,89,152
"National Institute of Electronics and Information Technology, Ropar (Punjab)",PUNJAB,COMPUTER SCIENCE AND ENGINEERING AI AND ML,BTech,AI,OBC-NCL,Gender-Neutral,22131,IIIT,89,152
"National Institute of Electronics and Information Technology, Ropar (Punjab)",PUNJAB,COMPUTER SCIENCE AND ENGINEERING AI AND ML,BTech,AI,OBC-NCL (PwD),Gender-Neutral,1440,IIIT,89,152
"National Institute of Electronics and Information Technology, Ropar (Punjab)",PUNJAB,COMPUTER SCIENCE AND ENGINEERING AI AND ML,BTech,AI,OPEN,Gender-Neutral,53886,IIIT,89,152
"National Institute of Electronics and Information Technology, Ropar (Punjab)",PUNJAB,COMPUTER SCIENCE AND ENGINEERING AI AND ML,BTech,AI,OPEN (PwD),Gender-Neutral,2164,IIIT,89,152
"National Institute of Electronics and Information Technology, Ropar (Punjab)",PUNJAB,COMPUTER SCIENCE AND ENGINEERING AI AND ML,BTech,AI,SC,Gender-Neutral,10395,IIIT,89,152
"National Institute of Electronics and Information Technology, Ropar (Punjab)",PUNJAB,COMPUTER SCIENCE AND ENGINEERING AI AND ML,BTech,AI,ST,Gender-Neutral,5607,IIIT,89,152
"National Institute of Food Technology Entrepreneurship and Management, Kundli",HARYANA,FOOD TECHNOLOGY AND MANAGEMENT,BTech,AI,EWS,Gender-Neutral,15912,GFTI,122,179
"National Institute of Food Technology Entrepreneurship and Management, Kundli",HARYANA,FOOD TECHNOLOGY AND MANAGEMENT,BTech,AI,OBC-NCL,Gender-Neutral,37989,GFTI,122,179
"National Institute of Food Technology Entrepreneurship and Management, Kundli",HARYANA,FOOD TECHNOLOGY AND MANAGEMENT,BTech,AI,OBC-NCL (PwD),Gender-Neutral,1643,GFTI,122,179
"National Institute of Food Technology Entrepreneurship and Management, Kundli",HARYANA,FOOD TECHNOLOGY AND MANAGEMENT,BTech,AI,OPEN,Gender-Neutral,107856,GFTI,122,179
"National Institute of Food Technology Entrepreneurship and Management, Kundli",HARYANA,FOOD TECHNOLOGY AND MANAGEMENT,BTech,AI,OPEN (PwD),Gender-Neutral,2759,GFTI,122,179
"National Institute of Food Technology Entrepreneurship and Management, Kundli",HARYANA,FOOD TECHNOLOGY AND MANAGEMENT,BTech,AI,SC,Gender-Neutral,16105,GFTI,122,179
"National Institute of Food Technology Entrepreneurship and Management, Kundli",HARYANA,FOOD TECHNOLOGY AND MANAGEMENT,BTech,AI,ST,Gender-Neutral,7857,GFTI,122,179
"National Institute of Food Technology Entrepreneurship and Management, Thanjavur",TAMIL NADU,FOOD TECHNOLOGY,BTech,AI,EWS,Gender-Neutral,15209,GFTI,120,181
"National Institute of Food Technology Entrepreneurship and Management, Thanjavur",TAMIL NADU,FOOD TECHNOLOGY,BTech,AI,OBC-NCL,Gender-Neutral,35098,GFTI,120,181
"National Institute of Food Technology Entrepreneurship and Management, Thanjavur",TAMIL NADU,FOOD TECHNOLOGY,BTech,AI,OBC-NCL (PwD),Gender-Neutral,1341,GFTI,120,181
"National Institute of Food Technology Entrepreneurship and Management, Thanjavur",TAMIL NADU,FOOD TECHNOLOGY,BTech,AI,OPEN,Gender-Neutral,91559,GFTI,120,181
"National Institute of Food Technology Entrepreneurship and Management, Thanjavur",TAMIL NADU,FOOD TECHNOLOGY,BTech,AI,OPEN (PwD),Gender-Neutral,2544,GFTI,120,181
"National Institute of Food Technology Entrepreneurship and Management, Thanjavur",TAMIL NADU,FOOD TECHNOLOGY,BTech,AI,SC,Gender-Neutral,14712,GFTI,120,181
"National Institute of Food Technology Entrepreneurship and Management, Thanjavur",TAMIL NADU,FOOD TECHNOLOGY,BTech,AI,ST,Gender-Neutral,7277,GFTI,120,181
National Institute of Technology Agartala,TRIPURA,BIOTECHNOLOGY AND BIOCHEMICAL ENGINEERING,BTech,HS,EWS,Female-only (including Supernumerary),54223,NIT,65,103
National Institute of Technology Agartala,TRIPURA,BIOTECHNOLOGY AND BIOCHEMICAL ENGINEERING,BTech,HS,EWS,Gender-Neutral,65704,NIT,65,103
National Institute of Technology Agartala,TRIPURA,BIOTECHNOLOGY AND BIOCHEMICAL ENGINEERING,BTech,HS,OPEN,Female-only (including Supernumerary),246913,NIT,65,103
National Institute of Technology Agartala,TRIPURA,BIOTECHNOLOGY AND BIOCHEMICAL ENGINEERING,BTech,HS,OPEN,Gender-Neutral,264084,NIT,65,103
National Institute of Technology Agartala,TRIPURA,BIOTECHNOLOGY AND BIOCHEMICAL ENGINEERING,BTech,HS,SC,Female-only (including Supernumerary),26863,NIT,65,103
National Institute of Technology Agartala,TRIPURA,BIOTECHNOLOGY AND BIOCHEMICAL ENGINEERING,BTech,HS,SC,Gender-Neutral,31332,NIT,65,103
National Institute of Technology Agartala,TRIPURA,BIOTECHNOLOGY AND BIOCHEMICAL ENGINEERING,BTech,HS,ST,Female-only (including Supernumerary),19280,NIT,65,103
National Institute of Technology Agartala,TRIPURA,BIOTECHNOLOGY AND BIOCHEMICAL ENGINEERING,BTech,HS,ST,Gender-Neutral,33666,NIT,65,103
National Institute of Technology Agartala,TRIPURA,BIOTECHNOLOGY AND BIOCHEMICAL ENGINEERING,BTech,OS,EWS,Female-only (including Supernumerary),9855,NIT,65,103
National Institute of Technology Agartala,TRIPURA,BIOTECHNOLOGY AND BIOCHEMICAL ENGINEERING,BTech,OS,EWS,Gender-Neutral,7946,NIT,65,103
National Institute of Technology Agartala,TRIPURA,BIOTECHNOLOGY AND BIOCHEMICAL ENGINEERING,BTech,OS,OBC-NCL,Female-only (including Supernumerary),26757,NIT,65,103
National Institute of Technology Agartala,TRIPURA,BIOTECHNOLOGY AND BIOCHEMICAL ENGINEERING,BTech,OS,OBC-NCL,Gender-Neutral,17960,NIT,65,103
National Institute of Technology Agartala,TRIPURA,BIOTECHNOLOGY AND BIOCHEMICAL ENGINEERING,BTech,OS,OBC-NCL (PwD),Gender-Neutral,1551,NIT,65,103
National Institute of Technology Agartala,TRIPURA,BIOTECHNOLOGY AND BIOCHEMICAL ENGINEERING,BTech,OS,OPEN,Female-only (including Supernumerary),67513,NIT,65,103
National Institute of Technology Agartala,TRIPURA,BIOTECHNOLOGY AND BIOCHEMICAL ENGINEERING,BTech,OS,OPEN,Gender-Neutral,53618,NIT,65,103
National Institute of Technology Agartala,TRIPURA,BIOTECHNOLOGY AND BIOCHEMICAL ENGINEERING,BTech,OS,SC,Female-only (including Supernumerary),10624,NIT,65,103
National Institute of Technology Agartala,TRIPURA,BIOTECHNOLOGY AND BIOCHEMICAL ENGINEERING,BTech,OS,SC,Gender-Neutral,9102,NIT,65,103
National Institute of Technology Agartala,TRIPURA,BIOTECHNOLOGY AND BIOCHEMICAL ENGINEERING,BTech,OS,ST,Gender-Neutral,3561,NIT,65,103
National Institute of Technology Agartala,TRIPURA,CHEMICAL ENGINEERING,BTech,HS,EWS,Female-only (including Supernumerary),76785,NIT,65,88
National Institute of Technology Agartala,TRIPURA,CHEMICAL ENGINEERING,BTech,HS,EWS,Gender-Neutral,87381,NIT,65,88
National Institute of Technology Agartala,TRIPURA,CHEMICAL ENGINEERING,BTech,HS,OPEN,Female-only (including Supernumerary),208072,NIT,65,88
National Institute of Technology Agartala,TRIPURA,CHEMICAL ENGINEERING,BTech,HS,OPEN,Gender-Neutral,264104,NIT,65,88
National Institute of Technology Agartala,TRIPURA,CHEMICAL ENGINEERING,BTech,HS,SC,Female-only (including Supernumerary),30175,NIT,65,88
National Institute of Technology Agartala,TRIPURA,CHEMICAL ENGINEERING,BTech,HS,SC,Gender-Neutral,30298,NIT,65,88
National Institute of Technology Agartala,TRIPURA,CHEMICAL ENGINEERING,BTech,HS,ST,Female-only (including Supernumerary),26090,NIT,65,88
National Institute of Technology Agartala,TRIPURA,CHEMICAL ENGINEERING,BTech,HS,ST,Gender-Neutral,30156,NIT,65,88
National Institute of Technology Agartala,TRIPURA,CHEMICAL ENGINEERING,BTech,OS,EWS,Female-only (including Supernumerary),9269,NIT,65,88
National Institute of Technology Agartala,TRIPURA,CHEMICAL ENGINEERING,BTech,OS,EWS,Gender-Neutral,7242,NIT,65,88
National Institute of Technology Agartala,TRIPURA,CHEMICAL ENGINEERING,BTech,OS,OBC-NCL,Female-only (including Supernumerary),24288,NIT,65,88
National Institute of Technology Agartala,TRIPURA,CHEMICAL ENGINEERING,BTech,OS,OBC-NCL,Gender-Neutral,16319,NIT,65,88
National Institute of Technology Agartala,TRIPURA,CHEMICAL ENGINEERING,BTech,OS,OBC-NCL (PwD),Gender-Neutral,1626,NIT,65,88
National Institute of Technology Agartala,TRIPURA,CHEMICAL ENGINEERING,BTech,OS,OPEN,Female-only (including Supernumerary),62460,NIT,65,88
National Institute of Technology Agartala,TRIPURA,CHEMICAL ENGINEERING,BTech,OS,OPEN,Gender-Neutral,48961,NIT,65,88
National Institute of Technology Agartala,TRIPURA,CHEMICAL ENGINEERING,BTech,OS,SC,Female-only (including Supernumerary),9027,NIT,65,88
National Institute of Technology Agartala,TRIPURA,CHEMICAL ENGINEERING,BTech,OS,SC,Gender-Neutral,7775,NIT,65,88
National Institute of Technology Agartala,TRIPURA,CHEMICAL ENGINEERING,BTech,OS,ST,Female-only (including Supernumerary),4726,NIT,65,88
National Institute of Technology Agartala,TRIPURA,CHEMICAL ENGINEERING,BTech,OS,ST,Gender-Neutral,3177,NIT,65,88
National Institute of Technology Agartala,TRIPURA,CHEMISTRY,Dual Degree (MTech/MS),HS,EWS,Gender-Neutral,112022,NIT,65,141
National Institute of Technology Agartala,TRIPURA,CHEMISTRY,Dual Degree (MTech/MS),HS,OPEN,Gender-Neutral,354003,NIT,65,141
National Institute of Technology Agartala,TRIPURA,CHEMISTRY,Dual Degree (MTech/MS),HS,SC,Gender-Neutral,41502,NIT,65,141
National Institute of Technology Agartala,TRIPURA,CHEMISTRY,Dual Degree (MTech/MS),HS,ST,Gender-Neutral,29367,NIT,65,141
National Institute of Technology Agartala,TRIPURA,CHEMISTRY,Dual Degree (MTech/MS),OS,EWS,Gender-Neutral,8625,NIT,65,141
National Institute of Technology Agartala,TRIPURA,CHEMISTRY,Dual Degree (MTech/MS),OS,OBC-NCL,Gender-Neutral,19930,NIT,65,141
National Institute of Technology Agartala,TRIPURA,CHEMISTRY,Dual Degree (MTech/MS),OS,OPEN,Gender-Neutral,56984,NIT,65,141
National Institute of Technology Agartala,TRIPURA,CHEMISTRY,Dual Degree (MTech/MS),OS,OPEN (PwD),Gender-Neutral,3232,NIT,65,141
National Institute of Technology Agartala,TRIPURA,CHEMISTRY,Dual Degree (MTech/MS),OS,SC,Gender-Neutral,10044,NIT,65,141
National Institute of Technology Agartala,TRIPURA,CHEMISTRY,Dual Degree (MTech/MS),OS,ST,Gender-Neutral,3757,NIT,65,141
National Institute of Technology Agartala,TRIPURA,CIVIL ENGINEERING,BTech,HS,EWS,Female-only (including Supernumerary),60969,NIT,65,142
National Institute of Technology Agartala,TRIPURA,CIVIL ENGINEERING,BTech,HS,EWS,Gender-Neutral,76854,NIT,65,142
National Institute of Technology Agartala,TRIPURA,CIVIL ENGINEERING,BTech,HS,OPEN,Female-only (including Supernumerary),263745,NIT,65,142
National Institute of Technology Agartala,TRIPURA,CIVIL ENGINEERING,BTech,HS,OPEN,Gender-Neutral,237309,NIT,65,142
National Institute of Technology Agartala,TRIPURA,CIVIL ENGINEERING,BTech,HS,SC,Female-only (including Supernumerary),21483,NIT,65,142
National Institute of Technology Agartala,TRIPURA,CIVIL ENGINEERING,BTech,HS,SC,Gender-Neutral,29371,NIT,65,142
National Institute of Technology Agartala,TRIPURA,CIVIL ENGINEERING,BTech,HS,ST,Female-only (including Supernumerary),16037,NIT,65,142
National Institute of Technology Agartala,TRIPURA,CIVIL ENGINEERING,BTech,HS,ST,Gender-Neutral,20792,NIT,65,142
National Institute of Technology Agartala,TRIPURA,CIVIL ENGINEERING,BTech,OS,EWS,Female-only (including Supernumerary),10047,NIT,65,142
National Institute of Technology Agartala,TRIPURA,CIVIL ENGINEERING,BTech,OS,EWS,Gender-Neutral,7551,NIT,65,142
National Institute of Technology Agartala,TRIPURA,CIVIL ENGINEERING,BTech,OS,OBC-NCL,Female-only (including Supernumerary),25682,NIT,65,142
National Institute of Technology Agartala,TRIPURA,CIVIL ENGINEERING,BTech,OS,OBC-NCL,Gender-Neutral,17031,NIT,65,142
National Institute of Technology Agartala,TRIPURA,CIVIL ENGINEERING,BTech,OS,OBC-NCL (PwD),Gender-Neutral,1675,NIT,65,142
National Institute of Technology Agartala,TRIPURA,CIVIL ENGINEERING,BTech,OS,OPEN,Female-only (including Supernumerary),69147,NIT,65,142
National Institute of Technology Agartala,TRIPURA,CIVIL ENGINEERING,BTech,OS,OPEN,Gender-Neutral,52018,NIT,65,142
National Institute of Technology Agartala,TRIPURA,CIVIL ENGINEERING,BTech,OS,OPEN (PwD),Gender-Neutral,2618,NIT,65,142
National Institute of Technology Agartala,TRIPURA,CIVIL ENGINEERING,BTech,OS,SC,Female-only (including Supernumerary),11195,NIT,65,142
National Institute of Technology Agartala,TRIPURA,CIVIL ENGINEERING,BTech,OS,SC,Gender-Neutral,8231,NIT,65,142
National Institute of Technology Agartala,TRIPURA,CIVIL ENGINEERING,BTech,OS,ST,Female-only (including Supernumerary),3507,NIT,65,142
National Institute of Technology Agartala,TRIPURA,CIVIL ENGINEERING,BTech,OS,ST,Gender-Neutral,2790,NIT,65,142
National Institute of Technology Agartala,TRIPURA,COMPUTATIONAL MATHEMATICS,Dual Degree (MTech/MS),HS,EWS,Gender-Neutral,102613,NIT,65,185
National Institute of Technology Agartala,TRIPURA,COMPUTATIONAL MATHEMATICS,Dual Degree (MTech/MS),HS,OPEN,Gender-Neutral,193360,NIT,65,185
National Institute of Technology Agartala,TRIPURA,COMPUTATIONAL MATHEMATICS,Dual Degree (MTech/MS),HS,SC,Gender-Neutral,30472,NIT,65,185
National Institute of Technology Agartala,TRIPURA,COMPUTATIONAL MATHEMATICS,Dual Degree (MTech/MS),HS,ST,Gender-Neutral,29522,NIT,65,185
National Institute of Technology Agartala,TRIPURA,COMPUTATIONAL MATHEMATICS,Dual Degree (MTech/MS),OS,EWS,Gender-Neutral,5210,NIT,65,185
National Institute of Technology Agartala,TRIPURA,COMPUTATIONAL MATHEMATICS,Dual Degree (MTech/MS),OS,EWS (PwD),Gender-Neutral,369,NIT,65,185
National Institute of Technology Agartala,TRIPURA,COMPUTATIONAL MATHEMATICS,Dual Degree (MTech/MS),OS,OBC-NCL,Gender-Neutral,13228,NIT,65,185
National Institute of Technology Agartala,TRIPURA,COMPUTATIONAL MATHEMATICS,Dual Degree (MTech/MS),OS,OPEN,Gender-Neutral,37881,NIT,65,185
National Institute of Technology Agartala,TRIPURA,COMPUTATIONAL MATHEMATICS,Dual Degree (MTech/MS),OS,SC,Gender-Neutral,6090,NIT,65,185
National Institute of Technology Agartala,TRIPURA,COMPUTATIONAL MATHEMATICS,Dual Degree (MTech/MS),OS,ST,Gender-Neutral,2784,NIT,65,185
National Institute of Technology Agartala,TRIPURA,COMPUTER SCIENCE AND ENGINEERING,BTech,HS,EWS,Female-only (including Supernumerary),26276,NIT,65,85
