Institute,Academic-Program-Name,Quota,Seat-Type,Gender,Round-1-Opening-Rank,Round-1-Closing-Rank,Round-2-Opening-Rank,Round-2-Closing-Rank,Round-3-Opening-Rank,Round-3-Closing-Rank,Round-4-Opening-Rank,Round-4-Closing-Rank,Round-5-Opening-Rank,Round-5-Closing-Rank,Opening-Rank,Closing-Rank,State,StateId,InstituteId,Type,Id
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Gender-Neutral,944.0,944.0,1084.0,1084.0,1084.0,1084.0,1084.0,1084.0,1084.0,1084.0,944.0,1084.0,Odisha,1,145,NIT,145MHONP
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),32945.0,40802.0,35681.0,56122.0,35681.0,56122.0,35681.0,56122.0,35681.0,56122.0,32945.0,56122.0,Odisha,1,145,NIT,145FHO
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,23197.0,34496.0,23197.0,36112.0,23197.0,36112.0,23197.0,36112.0,23197.0,41491.0,23197.0,41491.0,Odisha,1,145,NIT,145MHO
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,1328.0,1328.0,1830.0,1830.0,1830.0,1830.0,1830.0,1830.0,1830.0,1830.0,1328.0,1830.0,Odisha,1,145,NIT,145MHOP
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),10695.0,10695.0,10695.0,10695.0,10695.0,10695.0,10695.0,10695.0,10695.0,10695.0,10695.0,10695.0,Odisha,1,145,NIT,145FHSC
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,7512.0,8952.0,7512.0,9908.0,7512.0,9908.0,7512.0,9908.0,7512.0,9908.0,7512.0,9908.0,Odisha,1,145,NIT,145MHSC
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,4621.0,4780.0,4621.0,4780.0,4621.0,4780.0,4621.0,4780.0,4621.0,4780.0,4621.0,4780.0,Odisha,1,145,NIT,145MHST
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,4479.0,5053.0,4479.0,5053.0,4479.0,5135.0,4549.0,5202.0,5202.0,5517.0,4479.0,5517.0,Odisha,1,145,NIT,145MHE
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),12095.0,14612.0,14612.0,15017.0,14612.0,15017.0,14612.0,15017.0,15017.0,15170.0,12095.0,15170.0,Odisha,1,145,NIT,145FHON
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,8840.0,9390.0,8840.0,9730.0,8840.0,9730.0,8840.0,9730.0,8840.0,9899.0,8840.0,9899.0,Odisha,1,145,NIT,145MHON
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,705.0,705.0,1030.0,1030.0,1030.0,1030.0,1030.0,1030.0,1030.0,1030.0,705.0,1030.0,Odisha,1,145,NIT,145MHONP
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),32742.0,36782.0,36782.0,38826.0,36782.0,38826.0,36782.0,38826.0,38375.0,43900.0,32742.0,43900.0,Odisha,1,145,NIT,145FHO
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,22829.0,27499.0,22829.0,27562.0,22829.0,27562.0,22829.0,27562.0,24831.0,28678.0,22829.0,28678.0,Odisha,1,145,NIT,145MHO
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,1552.0,1552.0,2068.0,2068.0,2254.0,2254.0,2254.0,2254.0,2254.0,2254.0,1552.0,2254.0,Odisha,1,145,NIT,145MHOP
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),6683.0,6683.0,6683.0,6683.0,6683.0,6683.0,6683.0,6683.0,6683.0,6683.0,6683.0,6683.0,Odisha,1,145,NIT,145FHSC
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,5157.0,5257.0,6001.0,6249.0,6001.0,6249.0,6001.0,6249.0,6001.0,6294.0,5157.0,6294.0,Odisha,1,145,NIT,145MHSC
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),2054.0,2054.0,2054.0,2054.0,2054.0,2054.0,2054.0,2054.0,2054.0,2054.0,2054.0,2054.0,Odisha,1,145,NIT,145FHST
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1681.0,1840.0,1972.0,2275.0,1972.0,2275.0,1972.0,2275.0,1972.0,2275.0,1681.0,2275.0,Odisha,1,145,NIT,145MHST
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OBC-NCL,Female-only (including Supernumerary),21022.0,21022.0,26622.0,26622.0,26622.0,26622.0,35598.0,35598.0,35598.0,35598.0,21022.0,35598.0,Odisha,1,145,NIT,145FHON
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OBC-NCL,Gender-Neutral,16345.0,16345.0,20623.0,20623.0,21732.0,21732.0,21857.0,21857.0,21857.0,21857.0,16345.0,21857.0,Odisha,1,145,NIT,145MHON
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OPEN,Gender-Neutral,41527.0,46142.0,41527.0,46142.0,41527.0,46142.0,41527.0,46142.0,41527.0,54330.0,41527.0,54330.0,Odisha,1,145,NIT,145MHO
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,SC,Gender-Neutral,9307.0,9307.0,9307.0,9307.0,9307.0,9307.0,9307.0,9307.0,9307.0,9307.0,9307.0,9307.0,Odisha,1,145,NIT,145MHSC
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OBC-NCL,Gender-Neutral,9937.0,10406.0,11795.0,12323.0,11795.0,12323.0,11795.0,12323.0,13024.0,13680.0,9937.0,13680.0,Odisha,1,145,NIT,145MHON
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OPEN,Female-only (including Supernumerary),48201.0,48201.0,48201.0,48201.0,48201.0,48201.0,48201.0,48201.0,48201.0,48201.0,48201.0,48201.0,Odisha,1,145,NIT,145FHO
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OPEN,Gender-Neutral,25209.0,33676.0,25209.0,33993.0,25209.0,33993.0,25209.0,33993.0,25209.0,35955.0,25209.0,35955.0,Odisha,1,145,NIT,145MHO
"National Institute of Technology, Rourkela","Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,SC,Gender-Neutral,5759.0,5759.0,6294.0,6294.0,6294.0,6294.0,6294.0,6294.0,6647.0,6647.0,5759.0,6647.0,Odisha,1,145,NIT,145MHSC
"National Institute of Technology, Rourkela","Mining Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),12449.0,12449.0,14351.0,14351.0,23397.0,23397.0,23397.0,23397.0,23397.0,23397.0,12449.0,23397.0,Odisha,1,145,NIT,145FHE
"National Institute of Technology, Rourkela","Mining Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,7329.0,8528.0,10254.0,11140.0,10254.0,11140.0,11140.0,11288.0,11140.0,11288.0,7329.0,11288.0,Odisha,1,145,NIT,145MHE
"National Institute of Technology, Rourkela","Mining Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),19363.0,19363.0,23710.0,23710.0,24766.0,24766.0,24766.0,24766.0,24766.0,24766.0,19363.0,24766.0,Odisha,1,145,NIT,145FHON
"National Institute of Technology, Rourkela","Mining Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,13020.0,15643.0,15631.0,17795.0,15631.0,18750.0,15631.0,18750.0,15631.0,18903.0,13020.0,18903.0,Odisha,1,145,NIT,145MHON
"National Institute of Technology, Rourkela","Mining Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),49879.0,52364.0,52364.0,57296.0,52364.0,57296.0,52364.0,57296.0,52364.0,57296.0,49879.0,57296.0,Odisha,1,145,NIT,145FHO
"National Institute of Technology, Rourkela","Mining Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,24429.0,38674.0,24429.0,40234.0,24429.0,40234.0,24429.0,40234.0,38674.0,43406.0,24429.0,43406.0,Odisha,1,145,NIT,145MHO
"National Institute of Technology, Rourkela","Mining Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),11514.0,11514.0,11717.0,11717.0,11717.0,11717.0,11717.0,11717.0,11717.0,11717.0,11514.0,11717.0,Odisha,1,145,NIT,145FHSC
"National Institute of Technology, Rourkela","Mining Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,8579.0,9204.0,8579.0,9204.0,8579.0,9204.0,8579.0,9204.0,8579.0,9204.0,8579.0,9204.0,Odisha,1,145,NIT,145MHSC
"National Institute of Technology, Rourkela","Mining Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),5517.0,5517.0,8334.0,8334.0,8501.0,8501.0,8501.0,8501.0,8501.0,8501.0,5517.0,8501.0,Odisha,1,145,NIT,145FHST
"National Institute of Technology, Rourkela","Mining Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,3541.0,3541.0,3701.0,3701.0,3701.0,3701.0,3701.0,3701.0,3701.0,3701.0,3541.0,3701.0,Odisha,1,145,NIT,145MHST
"National Institute of Technology, Rourkela","Mining Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),7670.0,7670.0,8006.0,8006.0,8006.0,8006.0,8006.0,8006.0,8374.0,8374.0,7670.0,8374.0,Odisha,1,145,NIT,145FHE
"National Institute of Technology, Rourkela","Mining Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,5202.0,5216.0,5202.0,5425.0,5202.0,5425.0,5425.0,5515.0,5425.0,5941.0,5202.0,5941.0,Odisha,1,145,NIT,145MHE
"National Institute of Technology, Rourkela","Mining Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),14595.0,15165.0,15165.0,15932.0,15165.0,15932.0,15165.0,15932.0,18631.0,18981.0,14595.0,18981.0,Odisha,1,145,NIT,145FHON
"National Institute of Technology, Rourkela","Mining Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,10458.0,11714.0,10611.0,12431.0,10611.0,12773.0,10611.0,12773.0,11714.0,12811.0,10458.0,12811.0,Odisha,1,145,NIT,145MHON
"National Institute of Technology, Rourkela","Mining Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),40939.0,46295.0,43897.0,48048.0,43897.0,48048.0,43897.0,48048.0,46295.0,49630.0,40939.0,49630.0,Odisha,1,145,NIT,145FHO
"National Institute of Technology, Rourkela","Mining Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,28112.0,31497.0,29168.0,31826.0,29168.0,31826.0,29168.0,31826.0,29168.0,31895.0,28112.0,31895.0,Odisha,1,145,NIT,145MHO
"National Institute of Technology, Rourkela","Mining Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),7101.0,7101.0,7101.0,7101.0,7101.0,7101.0,7101.0,7101.0,7101.0,7101.0,7101.0,7101.0,Odisha,1,145,NIT,145FHSC
"National Institute of Technology, Rourkela","Mining Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,5651.0,5935.0,5935.0,5969.0,5935.0,5969.0,5935.0,5969.0,5935.0,5969.0,5651.0,5969.0,Odisha,1,145,NIT,145MHSC
"National Institute of Technology, Rourkela","Mining Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1643.0,1643.0,2076.0,2076.0,2076.0,2076.0,2076.0,2076.0,2076.0,2076.0,1643.0,2076.0,Odisha,1,145,NIT,145MHST
"National Institute of Technology, Rourkela","Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OBC-NCL,Female-only (including Supernumerary),25964.0,25964.0,29480.0,29480.0,33694.0,33694.0,35880.0,35880.0,37927.0,37927.0,25964.0,37927.0,Odisha,1,145,NIT,145FHON
"National Institute of Technology, Rourkela","Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OBC-NCL,Gender-Neutral,17795.0,17795.0,19581.0,19581.0,19581.0,19581.0,19581.0,19581.0,19581.0,19581.0,17795.0,19581.0,Odisha,1,145,NIT,145MHON
"National Institute of Technology, Rourkela","Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OPEN,Gender-Neutral,39054.0,43397.0,39054.0,43397.0,39054.0,43397.0,39054.0,43397.0,39054.0,49516.0,39054.0,49516.0,Odisha,1,145,NIT,145MHO
"National Institute of Technology, Rourkela","Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,SC,Gender-Neutral,7808.0,7808.0,10423.0,10423.0,10423.0,10423.0,10423.0,10423.0,10423.0,10423.0,7808.0,10423.0,Odisha,1,145,NIT,145MHSC
"National Institute of Technology, Rourkela","Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,ST,Gender-Neutral,4409.0,4409.0,4409.0,4409.0,4409.0,4409.0,4409.0,4409.0,4409.0,4409.0,4409.0,4409.0,Odisha,1,145,NIT,145MHST
"National Institute of Technology, Rourkela","Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,EWS,Gender-Neutral,5897.0,5897.0,6521.0,6521.0,6521.0,6521.0,6521.0,6521.0,6521.0,6521.0,5897.0,6521.0,Odisha,1,145,NIT,145MHE
"National Institute of Technology, Rourkela","Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OBC-NCL,Female-only (including Supernumerary),15794.0,15794.0,16232.0,16232.0,19779.0,19779.0,19779.0,19779.0,19779.0,19779.0,15794.0,19779.0,Odisha,1,145,NIT,145FHON
"National Institute of Technology, Rourkela","Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OPEN,Gender-Neutral,30720.0,32461.0,30720.0,32461.0,30720.0,32461.0,30720.0,32461.0,30720.0,32461.0,30720.0,32461.0,Odisha,1,145,NIT,145MHO
"National Institute of Technology, Rourkela","Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,SC,Gender-Neutral,5775.0,5775.0,5775.0,5775.0,5775.0,5775.0,5775.0,5775.0,5775.0,5775.0,5775.0,5775.0,Odisha,1,145,NIT,145MHSC
"National Institute of Technology, Rourkela","Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,ST,Gender-Neutral,2108.0,2108.0,2462.0,2462.0,2462.0,2462.0,2462.0,2462.0,2462.0,2462.0,2108.0,2462.0,Odisha,1,145,NIT,145MHST
"National Institute of Technology, Rourkela","Physics (5 Years, Integrated Master of Science)",HS,EWS,Gender-Neutral,11288.0,11288.0,15843.0,15843.0,18322.0,18322.0,18898.0,18898.0,19690.0,19690.0,11288.0,19690.0,Odisha,1,145,NIT,145MHE
"National Institute of Technology, Rourkela","Physics (5 Years, Integrated Master of Science)",HS,OBC-NCL,Female-only (including Supernumerary),26941.0,26941.0,36120.0,36120.0,36120.0,36120.0,36120.0,36120.0,36120.0,36120.0,26941.0,36120.0,Odisha,1,145,NIT,145FHON
"National Institute of Technology, Rourkela","Physics (5 Years, Integrated Master of Science)",HS,OBC-NCL,Gender-Neutral,21857.0,22349.0,21857.0,23103.0,21857.0,23103.0,22073.0,23236.0,22073.0,23392.0,21857.0,23392.0,Odisha,1,145,NIT,145MHON
"National Institute of Technology, Rourkela","Physics (5 Years, Integrated Master of Science)",HS,OPEN,Female-only (including Supernumerary),57187.0,57187.0,70353.0,70353.0,73652.0,73652.0,73868.0,73868.0,79497.0,79497.0,57187.0,79497.0,Odisha,1,145,NIT,145FHO
"National Institute of Technology, Rourkela","Physics (5 Years, Integrated Master of Science)",HS,OPEN,Gender-Neutral,45247.0,54658.0,55726.0,60325.0,57931.0,66414.0,57931.0,67795.0,58952.0,71897.0,45247.0,71897.0,Odisha,1,145,NIT,145MHO
"National Institute of Technology, Rourkela","Physics (5 Years, Integrated Master of Science)",HS,SC,Gender-Neutral,10423.0,10487.0,12055.0,12798.0,12055.0,15681.0,12055.0,15681.0,12055.0,15681.0,10423.0,15681.0,Odisha,1,145,NIT,145MHSC
"National Institute of Technology, Rourkela","Physics (5 Years, Integrated Master of Science)",HS,ST,Gender-Neutral,3657.0,3657.0,4052.0,4052.0,4052.0,4052.0,4052.0,4052.0,4052.0,4052.0,3657.0,4052.0,Odisha,1,145,NIT,145MHST
"National Institute of Technology, Rourkela","Physics (5 Years, Integrated Master of Science)",OS,EWS,Gender-Neutral,3141.0,3141.0,5838.0,5838.0,5838.0,5838.0,5838.0,5838.0,5838.0,5838.0,3141.0,5838.0,Odisha,1,145,NIT,145MHE
"National Institute of Technology, Rourkela","Physics (5 Years, Integrated Master of Science)",OS,OBC-NCL,Gender-Neutral,6880.0,9176.0,6880.0,9176.0,6880.0,9176.0,6880.0,9176.0,9015.0,11503.0,6880.0,11503.0,Odisha,1,145,NIT,145MHON
"National Institute of Technology, Rourkela","Physics (5 Years, Integrated Master of Science)",OS,OPEN,Female-only (including Supernumerary),33147.0,33147.0,33147.0,33147.0,33147.0,33147.0,33147.0,33147.0,33147.0,33147.0,33147.0,33147.0,Odisha,1,145,NIT,145FHO
"National Institute of Technology, Rourkela","Physics (5 Years, Integrated Master of Science)",OS,OPEN,Gender-Neutral,14769.0,17849.0,17440.0,21474.0,17440.0,21474.0,17440.0,22008.0,17440.0,22008.0,14769.0,22008.0,Odisha,1,145,NIT,145MHO
"National Institute of Technology, Rourkela","Physics (5 Years, Integrated Master of Science)",OS,SC,Gender-Neutral,1277.0,1771.0,1277.0,1771.0,1277.0,1771.0,1277.0,1771.0,1277.0,1771.0,1277.0,1771.0,Odisha,1,145,NIT,145MHSC
"National Institute of Technology, Rourkela","Physics (5 Years, Integrated Master of Science)",OS,ST,Gender-Neutral,1869.0,1869.0,1869.0,1869.0,1869.0,1869.0,1869.0,1869.0,1869.0,1869.0,1869.0,1869.0,Odisha,1,145,NIT,145MHST
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),17686.0,17686.0,17686.0,17686.0,17686.0,17686.0,17686.0,17686.0,17686.0,17686.0,17686.0,17686.0,Assam,16,146,NIT,146FHE
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,12065.0,13186.0,13700.0,15510.0,14840.0,17462.0,14840.0,17521.0,15780.0,18040.0,12065.0,18040.0,Assam,16,146,NIT,146MHE
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),49306.0,55215.0,50295.0,70780.0,50295.0,74407.0,50295.0,74407.0,50295.0,74407.0,49306.0,74407.0,Assam,16,146,NIT,146FHON
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,28731.0,45651.0,28731.0,48976.0,28731.0,49818.0,28731.0,49818.0,28731.0,49818.0,28731.0,49818.0,Assam,16,146,NIT,146MHON
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Gender-Neutral,735.0,735.0,735.0,735.0,735.0,735.0,735.0,735.0,735.0,735.0,735.0,735.0,Assam,16,146,NIT,146MHONP
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),37500.0,81736.0,37500.0,92746.0,37500.0,98672.0,37500.0,102786.0,37500.0,102786.0,37500.0,102786.0,Assam,16,146,NIT,146FHO
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,25665.0,73624.0,25665.0,81171.0,25665.0,83711.0,25665.0,83711.0,25665.0,84759.0,25665.0,84759.0,Assam,16,146,NIT,146MHO
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,685.0,Assam,16,146,NIT,146MHOP
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),11003.0,12958.0,11003.0,14254.0,11003.0,14254.0,11003.0,14254.0,11003.0,14254.0,11003.0,14254.0,Assam,16,146,NIT,146FHSC
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,6721.0,11664.0,6721.0,13614.0,6721.0,13614.0,6721.0,13614.0,6721.0,13614.0,6721.0,13614.0,Assam,16,146,NIT,146MHSC
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),3024.0,3024.0,3024.0,3024.0,3024.0,3024.0,3024.0,3024.0,3024.0,3024.0,3024.0,3024.0,Assam,16,146,NIT,146FHST
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,2008.0,2463.0,2011.0,3012.0,2011.0,3012.0,2011.0,3012.0,2011.0,3012.0,2008.0,3012.0,Assam,16,146,NIT,146MHST
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),8228.0,8350.0,9318.0,9386.0,9318.0,9433.0,9318.0,9433.0,9318.0,9433.0,8228.0,9433.0,Assam,16,146,NIT,146FHE
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,6238.0,6444.0,6783.0,6996.0,6877.0,7036.0,6908.0,7150.0,7351.0,7661.0,6238.0,7661.0,Assam,16,146,NIT,146MHE
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),18291.0,18934.0,19861.0,20313.0,19861.0,20397.0,19861.0,20397.0,19861.0,21034.0,18291.0,21034.0,Assam,16,146,NIT,146FHON
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,11280.0,13204.0,12578.0,14305.0,12578.0,14305.0,12578.0,14305.0,13204.0,15129.0,11280.0,15129.0,Assam,16,146,NIT,146MHON
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,920.0,920.0,1344.0,1344.0,,,,,,,920.0,1344.0,Assam,16,146,NIT,146MHONP
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),46592.0,50210.0,46592.0,52427.0,46592.0,52427.0,47132.0,52986.0,47132.0,57074.0,46592.0,57074.0,Assam,16,146,NIT,146FHO
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,29315.0,38842.0,33067.0,42116.0,33067.0,42446.0,33067.0,42862.0,33067.0,45391.0,29315.0,45391.0,Assam,16,146,NIT,146MHO
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Female-only (including Supernumerary),3010.0,3010.0,,,,,,,,,3010.0,3010.0,Assam,16,146,NIT,146FHOP
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,2068.0,2068.0,2481.0,2481.0,3048.0,3048.0,3048.0,3048.0,3048.0,3048.0,2068.0,3048.0,Assam,16,146,NIT,146MHOP
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),9038.0,9394.0,9770.0,10133.0,9770.0,10133.0,9770.0,10133.0,9770.0,10133.0,9038.0,10133.0,Assam,16,146,NIT,146FHSC
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,5406.0,6214.0,5999.0,7130.0,5999.0,7130.0,5999.0,7130.0,5999.0,7283.0,5406.0,7283.0,Assam,16,146,NIT,146MHSC
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),2222.0,2222.0,2222.0,2222.0,2222.0,2222.0,2222.0,2222.0,2222.0,2222.0,2222.0,2222.0,Assam,16,146,NIT,146FHST
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1750.0,1984.0,1750.0,2038.0,1750.0,2038.0,1750.0,2038.0,1750.0,2038.0,1750.0,2038.0,Assam,16,146,NIT,146MHST
"National Institute of Technology, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),6435.0,12329.0,6435.0,12329.0,6435.0,12329.0,6435.0,12329.0,6435.0,12329.0,6435.0,12329.0,Assam,16,146,NIT,146FHE
"National Institute of Technology, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,4061.0,6848.0,4937.0,7004.0,4937.0,7075.0,4937.0,7075.0,4937.0,7075.0,4061.0,7075.0,Assam,16,146,NIT,146MHE
"National Institute of Technology, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),21277.0,34869.0,21277.0,41348.0,21277.0,41348.0,21277.0,41348.0,21277.0,41348.0,21277.0,41348.0,Assam,16,146,NIT,146FHON
"National Institute of Technology, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,8089.0,14962.0,8089.0,15380.0,8089.0,15380.0,8089.0,15380.0,8089.0,15380.0,8089.0,15380.0,Assam,16,146,NIT,146MHON
"National Institute of Technology, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Gender-Neutral,521.0,676.0,521.0,676.0,521.0,676.0,521.0,676.0,521.0,676.0,521.0,676.0,Assam,16,146,NIT,146MHONP
"National Institute of Technology, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),19391.0,35797.0,30006.0,39836.0,30006.0,39836.0,30006.0,39836.0,30006.0,39836.0,19391.0,39836.0,Assam,16,146,NIT,146FHO
